index,occur_year,area,crime_category,crime_detail,crime_count
131,2019,울산,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
132,2019,울산,위조범죄,위조범죄,172
133,2019,세종,재산범죄,절도,850
134,2019,세종,재산범죄,장물,3
135,2019,세종,재산범죄,사기,1359
136,2019,세종,재산범죄,횡령,282
137,2019,세종,재산범죄,배임,20
138,2019,세종,재산범죄,손괴,221
139,2019,세종,강력범죄(흉악),살인,3
140,2019,세종,강력범죄(흉악),강도,0
141,2019,세종,강력범죄(흉악),방화,2
142,2019,세종,강력범죄(흉악),성폭력,98
143,2019,세종,강력범죄(폭력),폭행,381
144,2019,세종,강력범죄(폭력),상해,158
145,2019,세종,강력범죄(폭력),협박,97
146,2019,세종,강력범죄(폭력),공갈,15
147,2019,세종,강력범죄(폭력),약취와 유인,1
148,2019,세종,강력범죄(폭력),체포와 감금,1
149,2019,세종,강력범죄(폭력),폭력행위등(손괴강요주거침입등),1
150,2019,세종,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
151,2019,세종,위조범죄,위조범죄,54
152,2019,경기,재산범죄,절도,42015
153,2019,경기,재산범죄,장물,115
154,2019,경기,재산범죄,사기,75697
155,2019,경기,재산범죄,횡령,15400
156,2019,경기,재산범죄,배임,1051
157,2019,경기,재산범죄,손괴,15556
158,2019,경기,강력범죄(흉악),살인,170
159,2019,경기,강력범죄(흉악),강도,187
160,2019,경기,강력범죄(흉악),방화,294
161,2019,경기,강력범죄(흉악),성폭력,7054
162,2019,경기,강력범죄(폭력),폭행,43012
163,2019,경기,강력범죄(폭력),상해,7669
164,2019,경기,강력범죄(폭력),협박,5901
165,2019,경기,강력범죄(폭력),공갈,1318
166,2019,경기,강력범죄(폭력),약취와 유인,85
167,2019,경기,강력범죄(폭력),체포와 감금,369
168,2019,경기,강력범죄(폭력),폭력행위등(손괴강요주거침입등),227
169,2019,경기,강력범죄(폭력),폭력행위등(단체등의구성 활동),42
170,2019,경기,위조범죄,위조범죄,3294
171,2019,강원,재산범죄,절도,4686
172,2019,강원,재산범죄,장물,20
173,2019,강원,재산범죄,사기,8340
174,2019,강원,재산범죄,횡령,1175
175,2019,강원,재산범죄,배임,144
176,2019,강원,재산범죄,손괴,1837
177,2019,강원,강력범죄(흉악),살인,23
178,2019,강원,강력범죄(흉악),강도,26
179,2019,강원,강력범죄(흉악),방화,42
180,2019,강원,강력범죄(흉악),성폭력,852
181,2019,강원,강력범죄(폭력),폭행,3998
182,2019,강원,강력범죄(폭력),상해,1778
183,2019,강원,강력범죄(폭력),협박,657
184,2019,강원,강력범죄(폭력),공갈,175
185,2019,강원,강력범죄(폭력),약취와 유인,11
186,2019,강원,강력범죄(폭력),체포와 감금,53
187,2019,강원,강력범죄(폭력),폭력행위등(손괴강요주거침입등),45
188,2019,강원,강력범죄(폭력),폭력행위등(단체등의구성 활동),2
189,2019,강원,위조범죄,위조범죄,499
190,2019,충북,재산범죄,절도,5964
191,2019,충북,재산범죄,장물,16
192,2019,충북,재산범죄,사기,9472
193,2019,충북,재산범죄,횡령,1247
194,2019,충북,재산범죄,배임,152
195,2019,충북,재산범죄,손괴,1917
196,2019,충북,강력범죄(흉악),살인,32
197,2019,충북,강력범죄(흉악),강도,36
198,2019,충북,강력범죄(흉악),방화,55
199,2019,충북,강력범죄(흉악),성폭력,827
200,2019,충북,강력범죄(폭력),폭행,3917
201,2019,충북,강력범죄(폭력),상해,1468
202,2019,충북,강력범죄(폭력),협박,725
203,2019,충북,강력범죄(폭력),공갈,179
204,2019,충북,강력범죄(폭력),약취와 유인,8
205,2019,충북,강력범죄(폭력),체포와 감금,58
206,2019,충북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),12
207,2019,충북,강력범죄(폭력),폭력행위등(단체등의구성 활동),13
208,2019,충북,위조범죄,위조범죄,578
209,2019,충남,재산범죄,절도,8253
210,2019,충남,재산범죄,장물,18
211,2019,충남,재산범죄,사기,12212
212,2019,충남,재산범죄,횡령,1973
213,2019,충남,재산범죄,배임,249
214,2019,충남,재산범죄,손괴,2537
215,2019,충남,강력범죄(흉악),살인,46
216,2019,충남,강력범죄(흉악),강도,32
217,2019,충남,강력범죄(흉악),방화,76
218,2019,충남,강력범죄(흉악),성폭력,1053
219,2019,충남,강력범죄(폭력),폭행,4684
220,2019,충남,강력범죄(폭력),상해,2102
221,2019,충남,강력범죄(폭력),협박,818
222,2019,충남,강력범죄(폭력),공갈,196
223,2019,충남,강력범죄(폭력),약취와 유인,9
224,2019,충남,강력범죄(폭력),체포와 감금,59
225,2019,충남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),30
226,2019,충남,강력범죄(폭력),폭력행위등(단체등의구성 활동),4
227,2019,충남,위조범죄,위조범죄,655
228,2019,전북,재산범죄,절도,5839
229,2019,전북,재산범죄,장물,5
230,2019,전북,재산범죄,사기,9892
231,2019,전북,재산범죄,횡령,1223
232,2019,전북,재산범죄,배임,153
233,2019,전북,재산범죄,손괴,1495
234,2019,전북,강력범죄(흉악),살인,43
235,2019,전북,강력범죄(흉악),강도,28
236,2019,전북,강력범죄(흉악),방화,52
237,2019,전북,강력범죄(흉악),성폭력,940
238,2019,전북,강력범죄(폭력),폭행,4912
239,2019,전북,강력범죄(폭력),상해,1532
240,2019,전북,강력범죄(폭력),협박,553
241,2019,전북,강력범죄(폭력),공갈,196
242,2019,전북,강력범죄(폭력),약취와 유인,5
243,2019,전북,강력범죄(폭력),체포와 감금,45
244,2019,전북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),37
245,2019,전북,강력범죄(폭력),폭력행위등(단체등의구성 활동),44
246,2019,전북,위조범죄,위조범죄,587
247,2019,전남,재산범죄,절도,5740
248,2019,전남,재산범죄,장물,9
249,2019,전남,재산범죄,사기,8345
250,2019,전남,재산범죄,횡령,1479
251,2019,전남,재산범죄,배임,640
252,2019,전남,재산범죄,손괴,2186
253,2019,전남,강력범죄(흉악),살인,28
254,2019,전남,강력범죄(흉악),강도,27
255,2019,전남,강력범죄(흉악),방화,63
256,2019,전남,강력범죄(흉악),성폭력,881
257,2019,전남,강력범죄(폭력),폭행,5240
258,2019,전남,강력범죄(폭력),상해,1957
259,2019,전남,강력범죄(폭력),협박,864
260,2019,전남,강력범죄(폭력),공갈,162
261,2019,전남,강력범죄(폭력),약취와 유인,11
262,2019,전남,강력범죄(폭력),체포와 감금,48
263,2019,전남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),46
264,2019,전남,강력범죄(폭력),폭력행위등(단체등의구성 활동),0
265,2019,전남,위조범죄,위조범죄,596
266,2019,경북,재산범죄,절도,8857
267,2019,경북,재산범죄,장물,13
268,2019,경북,재산범죄,사기,16205
269,2019,경북,재산범죄,횡령,1835
270,2019,경북,재산범죄,배임,185
271,2019,경북,재산범죄,손괴,2992
272,2019,경북,강력범죄(흉악),살인,39
273,2019,경북,강력범죄(흉악),강도,27
274,2019,경북,강력범죄(흉악),방화,85
275,2019,경북,강력범죄(흉악),성폭력,1184
276,2019,경북,강력범죄(폭력),폭행,6498
277,2019,경북,강력범죄(폭력),상해,2725
278,2019,경북,강력범죄(폭력),협박,1006
279,2019,경북,강력범죄(폭력),공갈,304
280,2019,경북,강력범죄(폭력),약취와 유인,6
281,2019,경북,강력범죄(폭력),체포와 감금,80
282,2019,경북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),50
283,2019,경북,강력범죄(폭력),폭력행위등(단체등의구성 활동),3
284,2019,경북,위조범죄,위조범죄,635
285,2019,경남,재산범죄,절도,12674
286,2019,경남,재산범죄,장물,84
287,2019,경남,재산범죄,사기,23797
288,2019,경남,재산범죄,횡령,2983
289,2019,경남,재산범죄,배임,412
290,2019,경남,재산범죄,손괴,3739
291,2019,경남,강력범죄(흉악),살인,58
292,2019,경남,강력범죄(흉악),강도,53
293,2019,경남,강력범죄(흉악),방화,61
294,2019,경남,강력범죄(흉악),성폭력,1596
295,2019,경남,강력범죄(폭력),폭행,9688
296,2019,경남,강력범죄(폭력),상해,4036
297,2019,경남,강력범죄(폭력),협박,1302
298,2019,경남,강력범죄(폭력),공갈,387
299,2019,경남,강력범죄(폭력),약취와 유인,15
300,2019,경남,강력범죄(폭력),체포와 감금,98
301,2019,경남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),43
302,2019,경남,강력범죄(폭력),폭력행위등(단체등의구성 활동),3
303,2019,경남,위조범죄,위조범죄,1066
304,2019,제주,재산범죄,절도,3236
305,2019,제주,재산범죄,장물,6
306,2019,제주,재산범죄,사기,4593
307,2019,제주,재산범죄,횡령,792
308,2019,제주,재산범죄,배임,97
309,2019,제주,재산범죄,손괴,1301
310,2019,제주,강력범죄(흉악),살인,21
311,2019,제주,강력범죄(흉악),강도,21
312,2019,제주,강력범죄(흉악),방화,29
313,2019,제주,강력범죄(흉악),성폭력,509
314,2019,제주,강력범죄(폭력),폭행,2429
315,2019,제주,강력범죄(폭력),상해,830
316,2019,제주,강력범죄(폭력),협박,450
317,2019,제주,강력범죄(폭력),공갈,99
318,2019,제주,강력범죄(폭력),약취와 유인,5
319,2019,제주,강력범죄(폭력),체포와 감금,32
320,2019,제주,강력범죄(폭력),폭력행위등(손괴강요주거침입등),19
321,2019,제주,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
322,2019,제주,위조범죄,위조범죄,202
323,2020,서울,재산범죄,절도,38414
324,2020,서울,재산범죄,장물,67
325,2020,서울,재산범죄,사기,66999
326,2020,서울,재산범죄,횡령,16726
327,2020,서울,재산범죄,배임,1283
328,2020,서울,재산범죄,손괴,10514
329,2020,서울,강력범죄(흉악),살인,168
330,2020,서울,강력범죄(흉악),강도,143
331,2020,서울,강력범죄(흉악),방화,218
332,2020,서울,강력범죄(흉악),성폭력,8285
333,2020,서울,강력범죄(폭력),폭행,28699
334,2020,서울,강력범죄(폭력),상해,4243
335,2020,서울,강력범죄(폭력),협박,4040
336,2020,서울,강력범죄(폭력),공갈,1060
337,2020,서울,강력범죄(폭력),약취와 유인,54
338,2020,서울,강력범죄(폭력),체포와 감금,262
339,2020,서울,강력범죄(폭력),폭력행위등(손괴강요주거침입등),176
340,2020,서울,강력범죄(폭력),폭력행위등(단체등의구성 활동),17
341,2020,서울,위조범죄,위조범죄,3432
342,2020,부산,재산범죄,절도,14280
343,2020,부산,재산범죄,장물,227
344,2020,부산,재산범죄,사기,32872
345,2020,부산,재산범죄,횡령,4097
346,2020,부산,재산범죄,배임,408
347,2020,부산,재산범죄,손괴,3757
348,2020,부산,강력범죄(흉악),살인,60
349,2020,부산,강력범죄(흉악),강도,39
350,2020,부산,강력범죄(흉악),방화,86
351,2020,부산,강력범죄(흉악),성폭력,1938
352,2020,부산,강력범죄(폭력),폭행,10288
353,2020,부산,강력범죄(폭력),상해,3218
354,2020,부산,강력범죄(폭력),협박,1461
355,2020,부산,강력범죄(폭력),공갈,409
356,2020,부산,강력범죄(폭력),약취와 유인,11
357,2020,부산,강력범죄(폭력),체포와 감금,101
358,2020,부산,강력범죄(폭력),폭력행위등(손괴강요주거침입등),67
359,2020,부산,강력범죄(폭력),폭력행위등(단체등의구성 활동),4
360,2020,부산,위조범죄,위조범죄,1150
361,2020,대구,재산범죄,절도,8700
362,2020,대구,재산범죄,장물,22
363,2020,대구,재산범죄,사기,17472
364,2020,대구,재산범죄,횡령,2575
365,2020,대구,재산범죄,배임,190
366,2020,대구,재산범죄,손괴,2822
367,2020,대구,강력범죄(흉악),살인,32
368,2020,대구,강력범죄(흉악),강도,35
369,2020,대구,강력범죄(흉악),방화,52
370,2020,대구,강력범죄(흉악),성폭력,1099
371,2020,대구,강력범죄(폭력),폭행,6229
372,2020,대구,강력범죄(폭력),상해,2142
373,2020,대구,강력범죄(폭력),협박,980
374,2020,대구,강력범죄(폭력),공갈,223
375,2020,대구,강력범죄(폭력),약취와 유인,3
376,2020,대구,강력범죄(폭력),체포와 감금,59
377,2020,대구,강력범죄(폭력),폭력행위등(손괴강요주거침입등),35
378,2020,대구,강력범죄(폭력),폭력행위등(단체등의구성 활동),3
379,2020,대구,위조범죄,위조범죄,772
380,2020,인천,재산범죄,절도,8991
381,2020,인천,재산범죄,장물,41
382,2020,인천,재산범죄,사기,19807
383,2020,인천,재산범죄,횡령,4320
384,2020,인천,재산범죄,배임,206
385,2020,인천,재산범죄,손괴,3383
386,2020,인천,강력범죄(흉악),살인,36
387,2020,인천,강력범죄(흉악),강도,46
388,2020,인천,강력범죄(흉악),방화,65
389,2020,인천,강력범죄(흉악),성폭력,1884
390,2020,인천,강력범죄(폭력),폭행,10756
391,2020,인천,강력범죄(폭력),상해,1746
392,2020,인천,강력범죄(폭력),협박,1359
393,2020,인천,강력범죄(폭력),공갈,473
394,2020,인천,강력범죄(폭력),약취와 유인,13
395,2020,인천,강력범죄(폭력),체포와 감금,124
396,2020,인천,강력범죄(폭력),폭력행위등(손괴강요주거침입등),58
397,2020,인천,강력범죄(폭력),폭력행위등(단체등의구성 활동),6
398,2020,인천,위조범죄,위조범죄,841
399,2020,광주,재산범죄,절도,5021
400,2020,광주,재산범죄,장물,9
401,2020,광주,재산범죄,사기,9771
402,2020,광주,재산범죄,횡령,1756
403,2020,광주,재산범죄,배임,163
404,2020,광주,재산범죄,손괴,1467
405,2020,광주,강력범죄(흉악),살인,15
406,2020,광주,강력범죄(흉악),강도,34
407,2020,광주,강력범죄(흉악),방화,16
408,2020,광주,강력범죄(흉악),성폭력,790
409,2020,광주,강력범죄(폭력),폭행,4420
410,2020,광주,강력범죄(폭력),상해,949
411,2020,광주,강력범죄(폭력),협박,542
412,2020,광주,강력범죄(폭력),공갈,135
413,2020,광주,강력범죄(폭력),약취와 유인,6
414,2020,광주,강력범죄(폭력),체포와 감금,46
415,2020,광주,강력범죄(폭력),폭력행위등(손괴강요주거침입등),30
416,2020,광주,강력범죄(폭력),폭력행위등(단체등의구성 활동),8
417,2020,광주,위조범죄,위조범죄,610
418,2020,대전,재산범죄,절도,5317
419,2020,대전,재산범죄,장물,5
420,2020,대전,재산범죄,사기,10645
421,2020,대전,재산범죄,횡령,1399
422,2020,대전,재산범죄,배임,120
423,2020,대전,재산범죄,손괴,1645
424,2020,대전,강력범죄(흉악),살인,23
425,2020,대전,강력범죄(흉악),강도,15
426,2020,대전,강력범죄(흉악),방화,37
427,2020,대전,강력범죄(흉악),성폭력,918
428,2020,대전,강력범죄(폭력),폭행,4791
429,2020,대전,강력범죄(폭력),상해,978
430,2020,대전,강력범죄(폭력),협박,729
431,2020,대전,강력범죄(폭력),공갈,178
432,2020,대전,강력범죄(폭력),약취와 유인,7
433,2020,대전,강력범죄(폭력),체포와 감금,38
434,2020,대전,강력범죄(폭력),폭력행위등(손괴강요주거침입등),21
435,2020,대전,강력범죄(폭력),폭력행위등(단체등의구성 활동),0
436,2020,대전,위조범죄,위조범죄,483
437,2020,울산,재산범죄,절도,2076
438,2020,울산,재산범죄,장물,9
439,2020,울산,재산범죄,사기,5245
440,2020,울산,재산범죄,횡령,458
441,2020,울산,재산범죄,배임,94
442,2020,울산,재산범죄,손괴,736
443,2020,울산,강력범죄(흉악),살인,8
444,2020,울산,강력범죄(흉악),강도,9
445,2020,울산,강력범죄(흉악),방화,21
446,2020,울산,강력범죄(흉악),성폭력,319
447,2020,울산,강력범죄(폭력),폭행,1760
448,2020,울산,강력범죄(폭력),상해,680
449,2020,울산,강력범죄(폭력),협박,238
450,2020,울산,강력범죄(폭력),공갈,67
451,2020,울산,강력범죄(폭력),약취와 유인,4
452,2020,울산,강력범죄(폭력),체포와 감금,16
453,2020,울산,강력범죄(폭력),폭력행위등(손괴강요주거침입등),9
454,2020,울산,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
455,2020,울산,위조범죄,위조범죄,184
456,2020,세종,재산범죄,절도,876
457,2020,세종,재산범죄,장물,1
458,2020,세종,재산범죄,사기,1537
459,2020,세종,재산범죄,횡령,203
460,2020,세종,재산범죄,배임,29
461,2020,세종,재산범죄,손괴,241
462,2020,세종,강력범죄(흉악),살인,8
463,2020,세종,강력범죄(흉악),강도,2
464,2020,세종,강력범죄(흉악),방화,2
465,2020,세종,강력범죄(흉악),성폭력,106
466,2020,세종,강력범죄(폭력),폭행,353
467,2020,세종,강력범죄(폭력),상해,150
468,2020,세종,강력범죄(폭력),협박,92
469,2020,세종,강력범죄(폭력),공갈,26
470,2020,세종,강력범죄(폭력),약취와 유인,1
471,2020,세종,강력범죄(폭력),체포와 감금,3
472,2020,세종,강력범죄(폭력),폭력행위등(손괴강요주거침입등),9
473,2020,세종,강력범죄(폭력),폭력행위등(단체등의구성 활동),0
474,2020,세종,위조범죄,위조범죄,72
475,2020,경기,재산범죄,절도,40851
476,2020,경기,재산범죄,장물,93
477,2020,경기,재산범죄,사기,86768
478,2020,경기,재산범죄,횡령,15911
479,2020,경기,재산범죄,배임,1187
480,2020,경기,재산범죄,손괴,15669
481,2020,경기,강력범죄(흉악),살인,173
482,2020,경기,강력범죄(흉악),강도,161
483,2020,경기,강력범죄(흉악),방화,277
484,2020,경기,강력범죄(흉악),성폭력,7179
485,2020,경기,강력범죄(폭력),폭행,37789
486,2020,경기,강력범죄(폭력),상해,6996
487,2020,경기,강력범죄(폭력),협박,5958
488,2020,경기,강력범죄(폭력),공갈,1459
489,2020,경기,강력범죄(폭력),약취와 유인,64
490,2020,경기,강력범죄(폭력),체포와 감금,349
491,2020,경기,강력범죄(폭력),폭력행위등(손괴강요주거침입등),226
492,2020,경기,강력범죄(폭력),폭력행위등(단체등의구성 활동),31
493,2020,경기,위조범죄,위조범죄,3437
494,2020,강원,재산범죄,절도,4342
495,2020,강원,재산범죄,장물,13
496,2020,강원,재산범죄,사기,9063
497,2020,강원,재산범죄,횡령,1128
498,2020,강원,재산범죄,배임,136
499,2020,강원,재산범죄,손괴,1813
500,2020,강원,강력범죄(흉악),살인,37
501,2020,강원,강력범죄(흉악),강도,21
502,2020,강원,강력범죄(흉악),방화,37
503,2020,강원,강력범죄(흉악),성폭력,769
504,2020,강원,강력범죄(폭력),폭행,3643
505,2020,강원,강력범죄(폭력),상해,1554
506,2020,강원,강력범죄(폭력),협박,674
507,2020,강원,강력범죄(폭력),공갈,140
508,2020,강원,강력범죄(폭력),약취와 유인,3
509,2020,강원,강력범죄(폭력),체포와 감금,34
510,2020,강원,강력범죄(폭력),폭력행위등(손괴강요주거침입등),36
511,2020,강원,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
512,2020,강원,위조범죄,위조범죄,415
513,2020,충북,재산범죄,절도,5715
514,2020,충북,재산범죄,장물,7
515,2020,충북,재산범죄,사기,10005
516,2020,충북,재산범죄,횡령,1261
517,2020,충북,재산범죄,배임,134
518,2020,충북,재산범죄,손괴,1915
519,2020,충북,강력범죄(흉악),살인,19
520,2020,충북,강력범죄(흉악),강도,28
521,2020,충북,강력범죄(흉악),방화,40
522,2020,충북,강력범죄(흉악),성폭력,811
523,2020,충북,강력범죄(폭력),폭행,3806
524,2020,충북,강력범죄(폭력),상해,1279
525,2020,충북,강력범죄(폭력),협박,672
526,2020,충북,강력범죄(폭력),공갈,238
527,2020,충북,강력범죄(폭력),약취와 유인,9
528,2020,충북,강력범죄(폭력),체포와 감금,57
529,2020,충북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),22
530,2020,충북,강력범죄(폭력),폭력행위등(단체등의구성 활동),14
531,2020,충북,위조범죄,위조범죄,476
532,2020,충남,재산범죄,절도,7659
533,2020,충남,재산범죄,장물,16
534,2020,충남,재산범죄,사기,13408
535,2020,충남,재산범죄,횡령,1907
536,2020,충남,재산범죄,배임,217
537,2020,충남,재산범죄,손괴,2615
538,2020,충남,강력범죄(흉악),살인,36
539,2020,충남,강력범죄(흉악),강도,41
540,2020,충남,강력범죄(흉악),방화,61
541,2020,충남,강력범죄(흉악),성폭력,1044
542,2020,충남,강력범죄(폭력),폭행,4111
543,2020,충남,강력범죄(폭력),상해,1886
544,2020,충남,강력범죄(폭력),협박,899
545,2020,충남,강력범죄(폭력),공갈,238
546,2020,충남,강력범죄(폭력),약취와 유인,9
547,2020,충남,강력범죄(폭력),체포와 감금,78
548,2020,충남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),37
549,2020,충남,강력범죄(폭력),폭력행위등(단체등의구성 활동),2
550,2020,충남,위조범죄,위조범죄,646
551,2020,전북,재산범죄,절도,5761
552,2020,전북,재산범죄,장물,27
553,2020,전북,재산범죄,사기,11265
554,2020,전북,재산범죄,횡령,1297
555,2020,전북,재산범죄,배임,160
556,2020,전북,재산범죄,손괴,1639
557,2020,전북,강력범죄(흉악),살인,35
558,2020,전북,강력범죄(흉악),강도,19
559,2020,전북,강력범죄(흉악),방화,47
560,2020,전북,강력범죄(흉악),성폭력,873
561,2020,전북,강력범죄(폭력),폭행,4633
562,2020,전북,강력범죄(폭력),상해,1409
563,2020,전북,강력범죄(폭력),협박,552
564,2020,전북,강력범죄(폭력),공갈,236
565,2020,전북,강력범죄(폭력),약취와 유인,4
566,2020,전북,강력범죄(폭력),체포와 감금,45
567,2020,전북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),43
568,2020,전북,강력범죄(폭력),폭력행위등(단체등의구성 활동),31
569,2020,전북,위조범죄,위조범죄,583
570,2020,전남,재산범죄,절도,5907
571,2020,전남,재산범죄,장물,7
572,2020,전남,재산범죄,사기,9959
573,2020,전남,재산범죄,횡령,1718
574,2020,전남,재산범죄,배임,189
